,user_id,signup_time,purchase_time,purchase_value,device_id,source,browser,sex,age,ip_address
13183,85474,2015-03-09 01:55:08,2015-06-26 19:42:59,39,HTIJFVTBCDARK,SEO,IE,F,35,1118989563.54427
36766,199192,2015-03-07 10:11:45,2015-05-15 20:36:02,23,AMAXUAVRTQNVV,SEO,IE,M,19,3847053093.44777
67291,114126,2015-01-01 04:30:27,2015-01-01 04:30:28,76,WXHYNFPLDUHHL,Direct,Safari,M,21,1874205904.13132
114886,353875,2015-03-09 13:38:03,2015-07-03 00:35:29,36,PBEDRNEZKUXWF,SEO,IE,M,25,864619229.870928
97799,112003,2015-03-25 05:17:50,2015-07-07 19:11:06,18,IIEULVQRRITGY,Ads,Chrome,M,24,3413348478.19732
56116,245960,2015-01-01 08:53:50,2015-04-23 20:14:39,13,AZOCCPMIMUKDT,SEO,Safari,F,40,3381118385.99381
6861,44784,2015-06-08 07:32:40,2015-09-06 15:53:55,42,XBCTENZEQHEIC,Ads,FireFox,M,54,2106106069.9066398
148810,277858,2015-05-13 12:42:50,2015-07-02 02:16:45,52,RXCHHJDXNOFYO,Ads,IE,M,39,2156821439.06537
58787,173997,2015-05-18 10:33:53,2015-08-16 17:03:43,11,ZGLKCYYUFTIPY,SEO,Chrome,M,24,3726985440.58437
116985,59138,2015-02-28 23:08:47,2015-04-26 06:16:47,24,YRPBAFCZNIRKJ,SEO,FireFox,M,20,2486797577.3995104
148566,177904,2015-01-07 16:57:52,2015-01-07 16:57:53,15,BWSMVSLCJXMCM,Direct,IE,F,39,2937899119.50045
108788,135378,2015-04-15 03:44:17,2015-08-09 04:07:14,38,DXVOFWBGEHIJH,Ads,IE,M,41,2075672465.70898
20931,182708,2015-07-19 16:20:02,2015-10-09 18:36:52,32,YBNFYRYCLRHCT,Ads,IE,F,31,3052490322.37785
49671,396265,2015-03-12 17:26:43,2015-05-16 16:45:25,23,FTZYAOZIGIPXP,Ads,Chrome,M,43,817238057.308347
61380,269225,2015-03-14 22:03:00,2015-05-03 02:20:15,25,CQCPMBDZHMWEB,Direct,Chrome,F,42,1921727443.3355105
24780,27198,2015-01-14 05:34:19,2015-03-06 07:38:08,19,TLNPOGRLRYBPJ,Ads,Chrome,M,36,4064351576.2301397
84271,363612,2015-05-12 01:32:33,2015-07-11 23:51:23,18,FVQWTEFJHQRIL,SEO,IE,M,20,3811112756.12904
103761,385136,2015-03-18 10:31:28,2015-04-20 05:01:57,41,MTIFYIOYDBGEX,Direct,Chrome,F,25,279294602.926963
50497,197331,2015-08-14 18:51:51,2015-11-04 11:44:39,26,CZKWCHJTOMXAY,SEO,Chrome,F,34,4130963045.8301
19198,318684,2015-02-25 06:17:07,2015-03-24 03:07:54,56,GELCAXMEQGFIJ,Direct,Chrome,M,26,2078590051.24527
79490,211656,2015-06-30 02:22:45,2015-08-11 14:54:16,34,XXBOHPGCXYNBN,SEO,Chrome,F,20,2226830428.14818
25743,252547,2015-07-17 12:52:26,2015-09-06 17:24:09,22,XTWUULKBJMGSE,Ads,IE,F,35,240684264.78455696
91367,369531,2015-04-24 19:36:07,2015-07-15 17:09:40,72,XZUYRIEHALMNN,SEO,Safari,F,40,3559126714.75192
33092,3653,2015-08-17 19:40:57,2015-10-04 22:27:12,23,HRCEJLYBVAAYX,SEO,Chrome,M,24,4056640933.0920796
104599,333990,2015-04-23 11:59:10,2015-05-03 13:29:33,64,DHGVVQZAKHNWC,Direct,IE,M,20,2882070452.71507
86158,318668,2015-07-27 20:51:55,2015-10-07 07:08:49,31,GENRRZADYXCAR,SEO,IE,M,35,4108915727.96844
99888,150429,2015-07-02 11:10:14,2015-07-21 02:43:53,25,KGRRVUGTTZBYZ,Ads,Safari,F,29,3694303654.3089795
80216,170216,2015-02-17 20:20:21,2015-05-12 12:31:02,64,DLSBJNJTVKXHX,Ads,Chrome,M,49,4047837040.3629203
111472,64541,2015-08-03 09:25:51,2015-11-15 07:52:02,38,OMTDNDTFQNMQV,Ads,IE,M,18,1375177687.71188
114145,195261,2015-08-07 18:17:50,2015-11-03 01:45:39,45,ZYIYRFYRIOWYM,Ads,Chrome,M,32,1423634803.89506
149949,30317,2015-05-18 07:04:37,2015-06-01 18:28:41,55,GOCGYDGVWOLUK,Direct,Chrome,M,33,2650973499.47754
74580,377744,2015-03-23 21:04:31,2015-04-21 22:53:19,78,NYNFPGLHNTXOD,SEO,FireFox,M,26,1147367342.2408
105582,152940,2015-05-25 18:09:20,2015-07-27 13:06:13,45,QYBHQIEURYKZQ,Ads,Chrome,M,48,3877058132.12808
39301,167080,2015-06-24 10:09:20,2015-08-15 05:22:48,32,PNUXJSCDIKKWY,Direct,Chrome,F,23,801158054.150767
39681,298075,2015-01-16 17:15:10,2015-05-15 21:51:57,67,KUFMTJIXZZRFK,SEO,FireFox,M,36,3948234583.2137604
6177,47683,2015-05-09 03:11:46,2015-05-29 08:16:24,49,BCNINVCXIHXRY,SEO,Safari,M,29,25385136.1688613
28945,20285,2015-03-08 19:54:07,2015-06-02 23:44:09,42,XEGXZOTTIDTBY,SEO,Chrome,F,30,3450260214.5570397
124251,134529,2015-05-18 19:11:41,2015-09-14 19:57:33,14,VFAWRKYBUIJZH,SEO,Safari,M,44,1963670077.29297
44570,331844,2015-05-11 22:13:25,2015-09-04 13:48:10,27,RQOXYQWIQXKDD,SEO,FireFox,F,30,3030017021.6613803
79533,229805,2015-06-24 05:07:42,2015-09-16 06:32:45,23,METNEXNCCRZYJ,Direct,Chrome,F,35,4166585798.98416
31458,368088,2015-03-09 05:39:54,2015-05-18 15:42:15,23,YWACUIUXCMBFD,Ads,Chrome,M,34,260158031.149623
141175,140117,2015-07-12 06:41:36,2015-07-27 09:52:51,34,TGVCONZFCFUGJ,SEO,Chrome,F,26,876441117.517851
49415,27719,2015-01-01 07:44:24,2015-01-01 07:44:25,33,TGWWYVXSUCQRP,Ads,IE,M,30,1077561528.02613
68371,398318,2015-01-12 17:23:00,2015-01-12 17:23:01,20,LJUKQHFBFOFPF,SEO,Chrome,F,22,2608607542.57514
30238,180737,2015-04-13 19:55:32,2015-07-02 08:45:08,20,IYRSQBGKNEPDS,SEO,IE,M,35,2813516495.164
4790,390075,2015-04-03 05:21:24,2015-05-30 18:04:56,38,RCLMIXEYEZWOV,SEO,FireFox,F,31,3415200832.5761104
131399,145695,2015-06-16 20:18:40,2015-08-14 00:30:43,49,XNZAJJHQOCQXK,Ads,Chrome,F,57,534470959.747403
30287,141486,2015-07-26 00:25:32,2015-11-06 00:36:38,73,WFQJZNQABOXEF,SEO,Chrome,M,25,1961447609.01691
12485,393955,2015-06-04 22:57:30,2015-08-03 15:35:21,32,EMKJKGQWMXSSS,Ads,Safari,M,27,2099482643.59115
59287,115642,2015-07-28 07:45:22,2015-08-11 09:44:13,31,ALXXRHXEWLUCK,Ads,Chrome,M,29,3315807918.74857
134822,323208,2015-04-25 04:21:48,2015-08-09 00:46:11,32,OPSPIQLQJELFM,SEO,Chrome,M,45,3334297148.00747
122393,138962,2015-04-14 03:08:38,2015-06-28 05:23:18,21,ZXSFHMTZOMBYM,Ads,FireFox,F,48,4115946066.2251797
3429,24567,2015-06-14 06:29:28,2015-08-13 14:16:20,31,WZAIJLQRSDLQV,SEO,IE,M,25,475543545.135865
53874,154396,2015-03-28 09:00:55,2015-05-13 20:50:28,32,PBHRDNXTBGZRX,SEO,Chrome,M,28,3275926930.18443
104887,158655,2015-01-15 16:00:53,2015-01-25 03:44:24,48,GDMIUXXPHGGZX,Direct,Chrome,F,50,1050960370.1193199
88519,123953,2015-07-31 13:34:45,2015-09-29 04:59:23,39,HJKRRJCJBVSOB,Direct,IE,F,34,2844644614.5676107
146643,116282,2015-05-11 11:52:20,2015-07-12 04:08:41,39,UPLIGDTGBHSSO,Direct,Safari,F,38,1993707034.6495
86722,109854,2015-07-27 15:09:45,2015-09-15 16:54:26,26,DYCEHTZITBULN,Direct,FireFox,F,48,3046991369.03355
126704,186080,2015-02-21 12:29:15,2015-06-03 07:38:13,25,KEOPJSYURQLMU,Ads,Chrome,M,32,1018441843.3902699
55981,8903,2015-04-15 18:47:21,2015-05-22 18:23:12,19,EAKGWRQSHQNLI,SEO,FireFox,F,41,1620507608.23951
132061,330502,2015-05-03 15:07:54,2015-07-30 09:52:37,23,QZZUDRIPVZMGY,SEO,Chrome,M,32,1962824658.8062
66398,383793,2015-01-02 19:04:02,2015-04-08 04:43:57,65,KLAFZCLZIOKMV,Direct,Chrome,F,36,448068918.5195741
92548,341829,2015-03-09 23:02:40,2015-05-25 06:23:21,49,ELMJNVCVMPBJL,Ads,IE,M,43,1002985134.75545
30399,326598,2015-08-03 02:28:58,2015-11-02 15:07:05,28,LXMKCDLUPMWEX,Ads,IE,F,45,2879910494.22446
78832,81574,2015-08-11 21:10:21,2015-12-05 15:54:06,39,PJBGKGYIZCKZM,Ads,Chrome,M,42,4170460654.46024
126053,279595,2015-01-03 15:39:22,2015-01-03 15:39:23,34,SVBTHANVPQCJX,SEO,Safari,M,49,3359812147.97639
9778,43513,2015-05-26 14:38:34,2015-06-10 09:23:50,24,CZYQTLYMDZVIK,Ads,Chrome,F,48,75394969.6428283
138219,320142,2015-04-17 23:42:58,2015-05-05 19:58:45,35,YTKQWQFUBTIWR,Direct,Chrome,M,29,3737685995.70125
11099,375224,2015-04-10 19:54:54,2015-07-27 14:42:50,38,LFMEXTYNYSIYJ,Ads,FireFox,M,33,2381499536.79076
137990,199757,2015-05-03 23:57:27,2015-07-28 06:30:34,66,HCUZKMKMRRVFL,Ads,IE,M,30,534240198.372647
104407,157357,2015-03-27 19:11:58,2015-05-28 14:49:57,31,LHOMFWREYJLCN,Ads,IE,F,27,2750393672.55056
127788,55891,2015-07-16 07:42:02,2015-09-07 22:23:12,26,HXKKTMWGBOVTH,SEO,Chrome,F,30,2450411961.34763
5762,373057,2015-07-09 07:36:24,2015-10-16 12:15:57,28,GSDHNRIDCTTZD,Ads,Chrome,F,23,924348950.9240401
41679,24013,2015-02-19 06:09:50,2015-03-30 14:29:44,23,GBGMUGDAEADKE,Direct,Chrome,M,36,1522727666.2754
11582,399400,2015-07-07 14:09:31,2015-08-10 01:29:46,57,AJQQTYCPVBIVZ,Direct,Safari,M,26,2059281837.53522
50249,185279,2015-04-18 10:50:59,2015-07-05 18:58:21,25,QAWAXHCCZDYBH,Direct,Chrome,M,37,3511762737.79361
116831,10886,2015-07-19 10:02:49,2015-09-14 19:39:15,19,VJPNDCUKRPCPO,Ads,Safari,M,39,3453694496.2655
42974,340539,2015-02-07 23:00:42,2015-03-13 17:14:43,23,OTQRMJMMPIBRG,SEO,IE,F,42,485051269.397285
18868,200423,2015-08-17 04:11:40,2015-11-17 02:06:20,18,YHJCCHKUUJGJT,SEO,Chrome,M,47,331098199.784541
113504,108015,2015-01-23 10:36:51,2015-05-21 19:54:51,40,OWJABUAOUPSOK,SEO,Chrome,F,39,1706079877.4547696
148268,261018,2015-06-10 08:42:12,2015-09-01 20:21:21,56,WQLRQFUCVUWMS,Direct,IE,F,42,3381109581.9421
111089,269246,2015-02-19 10:04:46,2015-06-14 20:38:10,60,AWVCBHEWOMJDU,SEO,FireFox,F,23,4137193766.39232
134767,187100,2015-01-06 10:47:41,2015-01-06 10:47:42,52,BWCZFURPFGFKR,Ads,Chrome,M,18,3690811526.6461
139043,122551,2015-04-15 17:29:46,2015-05-20 17:42:03,23,JPEAFBQSQAVGH,Direct,IE,F,38,2915291910.26895
110705,184674,2015-01-22 06:13:12,2015-01-24 10:22:46,76,RTPKZXHTKOAIO,Direct,Chrome,M,30,2930273384.61811
58019,87736,2015-01-10 08:14:03,2015-02-02 14:58:55,72,VHJKJDVNUQPDD,Ads,Chrome,M,27,79897255.33150241
26929,125632,2015-05-11 20:54:46,2015-07-05 05:46:38,19,VETRSLBGKPYPA,SEO,Chrome,M,28,2001752249.88537
92647,346952,2015-01-07 00:38:27,2015-01-07 00:38:28,69,GZAIWJNTQXMFO,SEO,Safari,F,30,3309725542.579489
51314,62885,2015-04-15 23:16:47,2015-04-23 02:28:23,52,YZRNZVBDHABBZ,SEO,IE,M,33,2658315169.8710604
110237,322350,2015-01-06 01:36:55,2015-01-06 01:36:56,10,GLSLFDZTPPQVT,SEO,FireFox,M,52,752714367.0175401
32517,282554,2015-06-10 23:07:29,2015-09-16 16:28:45,36,NBLENRFRXQBCG,SEO,Chrome,F,37,1543413371.82979
59813,327873,2015-05-17 07:53:42,2015-07-30 20:49:49,30,MKNPYQGOXDNSI,Ads,IE,F,30,2547514313.00972
111689,327088,2015-07-31 08:37:22,2015-09-29 05:09:10,27,TEAKJBOSNAPAJ,Ads,IE,M,36,3371506732.17439
85826,111695,2015-03-22 11:23:37,2015-04-30 01:38:01,68,AZBZUWZROWKKP,Ads,Safari,M,28,2974239182.91674
54943,135539,2015-07-08 07:30:50,2015-10-20 23:39:20,46,RNYZOTWRWZFDO,Direct,IE,F,20,2535620395.45082
104217,333669,2015-06-10 11:31:03,2015-07-11 19:24:27,11,LHDGPGVRHLGFD,Ads,Chrome,F,41,2329157063.80795
22357,101085,2015-01-23 12:43:10,2015-04-04 11:00:56,31,TOBQABYVGQORX,SEO,Chrome,M,50,2799704665.5617
28196,303465,2015-07-25 23:12:28,2015-11-07 11:25:17,30,GRPENZUYHDUFM,Ads,Chrome,F,39,2839141882.3703604
113022,374153,2015-06-02 03:08:43,2015-07-29 06:47:19,31,FLDTRDEWBOOAR,Ads,Safari,M,27,854326854.347709
89413,35914,2015-06-26 09:15:55,2015-09-03 20:43:20,46,ZZCYLSXNNILRA,SEO,Safari,M,47,1358042471.23542
91955,257472,2015-07-10 10:22:35,2015-10-25 16:37:44,51,ZVWVNVGUDXAYD,Ads,IE,F,30,150684925.842697
130091,159264,2015-06-25 14:53:34,2015-07-20 16:22:14,21,YFUAHKHSJGHGH,Ads,Chrome,F,41,356438440.535863
131405,257871,2015-03-18 12:31:29,2015-06-03 16:24:30,65,CWPWAVOIPJPLD,Direct,Chrome,M,32,447949873.518857
62057,61179,2015-06-27 23:39:02,2015-08-22 09:10:31,78,VCXLLMQLMHOHW,Ads,FireFox,F,34,3047295830.29872
126296,229998,2015-01-20 01:35:38,2015-05-04 09:19:14,53,RPSXFAYCPHRWU,SEO,FireFox,F,29,4149077674.0550704
33200,170635,2015-06-23 21:25:46,2015-10-03 08:56:54,58,TNFPSVXLQSYRS,Direct,Chrome,F,24,3624508523.06415
115624,352095,2015-01-14 09:40:06,2015-03-02 04:44:54,24,AIEPJMUQSVFHV,SEO,Chrome,M,41,3422399662.0090103
92603,1011,2015-01-18 09:44:02,2015-01-21 07:29:24,21,OLCFFLXDGRMSZ,Ads,Chrome,M,41,331629041.174775
82771,331522,2015-08-08 08:20:41,2015-08-15 11:55:21,31,FOLHYCRCWSJSI,SEO,IE,M,22,1434520245.26635
97057,260986,2015-01-06 12:52:51,2015-02-25 12:44:00,52,RWCELJOVGBDVR,SEO,Chrome,M,38,3019710760.67666
43918,190256,2015-06-03 02:16:46,2015-07-03 18:30:54,34,UVGDGUMRYEAPC,Direct,Chrome,M,32,439423515.374724
67028,325450,2015-01-05 11:25:08,2015-04-04 19:40:46,26,BLXLVZCAPZBLW,Ads,Opera,M,32,4101324953.34667
15392,232016,2015-03-30 16:27:03,2015-04-28 08:34:08,17,JDHMCSPTVYZDB,Direct,Chrome,F,39,1994003080.42662
98032,114186,2015-05-24 01:14:52,2015-07-30 20:53:10,24,NMZDLWPXKJPWR,Ads,IE,F,32,1582621201.44676
2322,291871,2015-07-02 09:45:29,2015-10-14 06:09:25,39,FKUKCIULDHWVT,SEO,Chrome,M,27,3401255516.85473
53920,253051,2015-05-13 08:59:26,2015-05-15 14:15:57,55,UJUVBOIFTHDMO,Direct,Opera,F,39,1864485173.8138895
109043,310169,2015-03-04 22:29:08,2015-06-28 20:44:17,19,XTGMLDVMRRNJO,Ads,Safari,M,35,2209319826.6308603
48770,164367,2015-01-11 01:14:14,2015-01-11 01:14:15,41,FLSIBDCQOSWQG,Ads,Chrome,M,28,2642335657.87366
94283,295613,2015-06-14 20:11:11,2015-06-27 16:04:31,33,IMSIKWEHWFECW,SEO,IE,F,36,2846365372.57697
22601,286284,2015-07-18 21:59:22,2015-11-15 00:57:26,9,NWMXJZDTTISET,SEO,IE,F,32,2975315025.9814
85021,291362,2015-03-06 23:56:22,2015-05-30 23:04:23,61,JJDGVUFPHYRWZ,Direct,FireFox,M,31,2150491237.0777397
22755,220596,2015-02-16 08:26:13,2015-06-09 12:31:50,35,GLAMPSANZBHJB,SEO,IE,M,33,3749380591.49759
122166,41309,2015-01-29 04:06:52,2015-02-18 00:53:48,74,OGDJVLNLWFKFA,SEO,Chrome,M,36,1265629688.43264
148231,175318,2015-01-08 11:37:32,2015-01-08 11:37:33,69,UWEPEOUQYEPZF,Direct,Chrome,M,36,2534292669.3263397
103921,303598,2015-04-15 23:36:20,2015-08-02 07:24:23,18,EXRIHXECBVGYI,Ads,Safari,M,34,2162358979.45226
104341,337179,2015-07-21 03:09:39,2015-09-04 10:26:17,60,FRFUJDGVGQOGF,Direct,Chrome,M,20,3207001112.22177
45806,116983,2015-03-27 10:20:05,2015-05-14 06:24:00,14,QEXQKOPHIJUEB,Ads,Opera,M,49,105811929.001711
83692,175418,2015-01-11 05:47:04,2015-01-11 05:47:05,16,JRFETBZJIMUGI,Ads,Chrome,M,27,2209203778.3692
197,259506,2015-08-12 01:09:32,2015-10-03 06:15:26,34,RFKZYBTERUFEY,Ads,Safari,F,47,1880611814.04713
15492,396498,2015-01-08 10:20:53,2015-04-23 03:48:24,60,AZQDLMKTIWZAD,SEO,Chrome,M,25,3017773433.63241
56226,298806,2015-01-31 05:43:33,2015-05-23 03:41:47,56,KQNXCSOLXHJJK,Ads,Chrome,M,28,911132022.8307039
44546,237060,2015-01-16 09:33:05,2015-03-14 00:40:11,63,UCBAOPXPJQRNG,SEO,Chrome,M,26,2353199975.95438
85900,27794,2015-02-23 04:29:08,2015-05-07 06:54:27,28,GSJPYSPPEOCXX,Ads,FireFox,F,49,3838685943.86836
77787,243534,2015-02-03 19:49:09,2015-05-19 20:47:13,20,GROLKSHDCCBTM,Ads,FireFox,M,42,1461352352.97417
4498,115832,2015-04-10 21:13:10,2015-05-03 23:54:13,47,BNIQGJTJQBMKF,SEO,FireFox,M,38,1036523349.1136099
88334,177581,2015-01-12 15:02:44,2015-01-12 15:02:45,19,ASYFEJKBTTJHW,SEO,Chrome,F,31,2104871670.2409801
78663,33355,2015-06-27 15:04:54,2015-07-27 16:46:59,37,SQWJDVZGLLJRG,Ads,FireFox,M,30,921406852.39001
144419,136527,2015-08-17 19:50:36,2015-10-28 09:57:24,28,PXYIWADLZZFJN,Ads,Chrome,F,29,1814190123.32198
69737,306727,2015-07-25 19:02:45,2015-08-15 02:05:53,30,JKPHOGCQTDZTY,Ads,FireFox,F,44,3927424631.14162
118315,38752,2015-02-28 23:54:07,2015-04-16 10:49:12,15,QCCGCKSAIUDLQ,Ads,Chrome,F,35,1176796832.97351
3171,10142,2015-04-27 04:02:28,2015-05-07 08:01:49,19,OXXTFCPFGXNVJ,Ads,Opera,F,20,3786214164.60139
78480,365638,2015-04-14 09:14:09,2015-04-25 08:42:27,67,PNDVVJNQIRJLZ,Direct,IE,F,38,395640501.8502
134320,258665,2015-02-19 10:16:33,2015-06-06 01:37:32,16,PRXAXOAGGABGE,Ads,Chrome,F,46,3987960129.6623297
147904,3321,2015-02-18 20:04:30,2015-03-03 23:51:27,36,QTXWLNPXAPZHQ,Ads,Safari,M,43,3468740512.40525
62369,287623,2015-02-05 06:16:42,2015-02-25 23:39:20,34,AUVNMEPRZNNUL,Direct,Chrome,M,44,2881348122.50768
81703,396717,2015-04-30 13:15:10,2015-06-19 08:58:32,20,BDHJEOBCOQARJ,Ads,IE,M,25,2323090793.67662
119439,318199,2015-04-25 12:47:22,2015-05-13 16:43:46,28,LKJDZSFZLZVEE,Direct,Safari,F,39,1986529558.77952
116425,95366,2015-01-18 00:30:49,2015-02-21 06:02:06,64,JIRVHZXIWKGZC,Ads,FireFox,M,31,2909371373.3144608
129071,360949,2015-05-21 18:48:00,2015-06-02 19:03:44,53,CWBZVPGTPVFSN,Ads,Safari,M,24,837148668.080315
84924,76604,2015-01-18 22:02:54,2015-04-19 13:16:12,34,PWLMJEUBXXXIA,SEO,IE,M,31,1359590159.3116
50599,394596,2015-03-02 16:48:30,2015-06-04 02:11:42,18,JDBOHDDEYAEIF,SEO,Chrome,M,21,4129836618.65115
53973,332462,2015-07-27 06:06:54,2015-11-18 14:22:47,44,VENOSNKPETYKN,Ads,Safari,M,31,2448422226.51232
131391,242676,2015-06-14 22:14:38,2015-10-07 07:09:32,10,GQVYVCIOWEJFO,Ads,IE,M,26,408897444.42790896
9598,80138,2015-01-29 12:08:00,2015-01-31 20:23:59,14,PNFNMJDBRGPNU,Direct,Chrome,F,34,3006535187.06083
70614,114839,2015-03-25 02:25:10,2015-06-21 23:51:51,33,UVCQBDELNKSXS,SEO,IE,F,42,3586712830.1476603
131270,91164,2015-03-03 23:02:08,2015-04-20 14:10:21,47,OSKEJFUFESHLP,SEO,FireFox,F,43,3190718902.9491
52131,386248,2015-05-12 09:38:06,2015-08-18 20:21:19,22,DHXURIVMRXHXL,Ads,IE,F,22,4126469607.57449
57726,240653,2015-03-04 22:39:07,2015-03-29 06:37:56,78,LAPLYQAAWEYCG,Direct,IE,F,25,2194698994.86515
119519,144453,2015-04-17 22:46:40,2015-04-20 20:57:58,21,HUZWNNNETMLAV,SEO,IE,M,31,2107230014.7613199
110414,229338,2015-04-29 17:28:22,2015-06-10 11:26:17,42,WVDKJUKACDXSM,Ads,IE,F,61,3151186483.7038302
56440,271951,2015-04-21 02:09:25,2015-07-16 18:59:36,29,BBAGYKBHQRUMQ,Ads,Safari,F,27,753419444.2645769
23705,362869,2015-08-16 01:47:47,2015-09-30 13:47:20,29,EPUWKCRDQHVTD,Ads,IE,M,19,1251871914.09676
48158,347960,2015-07-14 11:57:47,2015-08-18 23:52:12,22,HGRHUTIZKRDUE,Direct,Chrome,F,39,530992816.2062349
66288,53016,2015-04-15 19:33:56,2015-05-30 23:19:09,22,RIZBXWROIDREW,SEO,Safari,M,46,1260462015.36134
144110,301146,2015-02-01 20:31:32,2015-02-12 13:31:11,26,VLOQTBDGLZLIJ,Direct,IE,M,52,298280053.439873
149029,240562,2015-08-11 01:32:18,2015-10-02 13:14:02,37,QDNHFORMRDSCB,SEO,Chrome,M,33,2689918596.7414
101197,139168,2015-02-10 00:48:59,2015-04-14 09:06:12,32,CEVCUWODTXZXE,SEO,Chrome,M,21,2386414500.39576
105459,240578,2015-03-17 05:16:44,2015-07-05 07:29:46,24,CPSBZARNFNTHK,SEO,IE,M,41,886928688.2130551
146386,160312,2015-07-11 09:01:01,2015-09-23 01:11:02,46,TTRKUKFGESDUM,SEO,Chrome,F,20,2582005600.61099
78682,44181,2015-04-26 05:44:52,2015-07-28 13:08:53,28,ECCDNAKDDJYQT,Ads,Chrome,M,29,781165239.043615
73722,390424,2015-02-15 12:21:23,2015-04-16 21:33:29,9,SIVHZMPWMGNVI,SEO,Safari,F,50,2779696836.9765
126770,330175,2015-07-31 20:37:56,2015-09-30 03:33:09,12,NPFVPBLHZLYYL,Direct,Safari,F,24,3100487430.93365
88699,199626,2015-02-04 18:30:50,2015-05-21 19:56:51,41,FWXIEUZWYJSHH,Ads,FireFox,F,55,2832891350.50346
9416,110315,2015-01-22 14:28:29,2015-05-01 19:00:54,70,XNLUPJNDZDZFU,Direct,IE,M,32,3895345292.15917
5565,187871,2015-08-09 05:36:17,2015-08-09 18:44:12,14,EXXSRBAWQFWBS,SEO,Safari,F,41,638737538.86187
88730,95089,2015-03-30 06:10:59,2015-05-04 22:08:22,15,WCUPZTTTPYBGE,SEO,Chrome,F,22,4194205123.71683
14832,140682,2015-01-04 03:18:12,2015-01-04 03:18:13,29,TPFOJJWAHTSTF,Direct,Safari,M,27,2974651581.12831
49129,96640,2015-01-15 07:19:44,2015-02-25 10:00:36,26,JDTCNLIQOILCN,Ads,Chrome,M,18,1901926334.62747
13263,127242,2015-07-15 04:13:30,2015-08-21 12:31:44,47,UUKDSRNYKAKZD,Ads,Chrome,M,31,3515148216.15498
29109,24042,2015-07-27 19:46:10,2015-08-03 01:00:37,42,QGORQOYESAJUU,SEO,Chrome,M,22,2108194447.69351
89388,68751,2015-02-28 00:14:18,2015-06-02 05:26:51,20,ERKPUPUAWJWOP,Ads,Chrome,M,42,3122826450.5072107
62848,4948,2015-01-12 01:40:48,2015-01-12 01:40:49,25,GEHAYPXDHYWHC,Direct,IE,F,33,3127237580.2439604
62624,129582,2015-02-05 04:10:41,2015-03-04 12:16:59,11,JJKKIYTJRVDJB,SEO,Chrome,M,28,1175136708.9363198
25087,103365,2015-08-04 07:19:22,2015-11-07 20:48:32,32,CUZPNTLQRJPOX,Direct,IE,M,35,426714564.47208
122958,250719,2015-06-20 04:28:28,2015-09-15 11:36:15,42,EVBBOCZIEISKU,SEO,Safari,M,39,807209630.734213
130839,49938,2015-07-15 08:13:25,2015-09-26 21:51:02,43,URNORAJAAGVHM,Direct,Chrome,F,24,1776611457.1325898
114225,159558,2015-06-27 11:47:13,2015-07-26 14:39:45,20,NWVCTLWJLULNH,Direct,IE,F,31,166981211.945582
143307,332241,2015-08-05 20:32:22,2015-09-26 07:59:29,41,BPPFBICNOVKYA,SEO,FireFox,F,38,2978985336.07656
93557,369722,2015-01-18 15:16:28,2015-05-11 03:20:47,12,DBZVDEBFSSLBC,SEO,Chrome,F,43,414672760.25721496
83184,243762,2015-05-11 23:25:02,2015-07-26 17:40:58,14,NYSYHYSWSDCFH,SEO,Chrome,F,52,2267218606.27995
116903,180199,2015-02-24 01:15:49,2015-05-30 14:23:03,45,GXVFZFHMZRJRX,SEO,Opera,F,38,3352540310.31028
20830,370705,2015-06-11 11:01:14,2015-07-12 01:54:54,31,YKLSMYISVFEIM,SEO,Chrome,M,31,888825360.517974
13951,345033,2015-07-06 22:24:15,2015-07-12 11:16:50,35,JXIJRIWMURYLF,SEO,Chrome,F,26,2284435875.46757
121569,37332,2015-06-06 20:28:18,2015-07-20 10:31:55,55,QTCMFMOCZFCQP,Direct,FireFox,F,22,2543303481.5675893
40302,356813,2015-05-18 12:06:20,2015-08-29 21:15:55,55,SRETGKWRCHESF,Direct,IE,F,42,3688630699.66977
44824,315547,2015-01-02 22:26:15,2015-01-02 22:26:16,43,FFPGTAVXXQPMB,SEO,FireFox,F,25,1531011454.53913
40151,392895,2015-02-07 20:16:12,2015-06-02 06:45:50,12,JKGQPEFFOOJOH,SEO,FireFox,M,33,3728400870.95045
145955,395079,2015-06-14 14:46:44,2015-09-15 20:14:17,59,QUVUJSKHIHUHS,Ads,Chrome,M,29,2333856839.8612
60732,350105,2015-06-23 15:30:41,2015-09-02 03:24:48,9,XALVJXPSCELFA,Direct,Chrome,M,19,1918492513.22085
137906,178123,2015-08-08 00:42:46,2015-09-26 10:36:52,20,SEEMJBRCGJSWU,Ads,IE,F,32,2056560012.37322
550,350243,2015-08-13 13:13:49,2015-11-04 05:44:08,29,GHMWQPRWAOITP,Direct,Chrome,F,27,2020983370.91232
35047,328052,2015-07-19 04:39:15,2015-10-21 12:13:08,48,BYJEDPKCHHGNQ,Direct,IE,M,33,1836674317.6956198
32227,385138,2015-04-14 06:41:48,2015-04-20 04:47:00,48,RNTVNPKTLKHKH,Ads,Chrome,F,20,1876763579.2347696
65772,198447,2015-03-03 03:06:34,2015-04-04 11:06:34,10,COKSGXBZYSCQX,Direct,IE,M,35,214849373.37757295
